ssh_uri,ssh_label,rel,aat_uri,aat_label
http://semantics.gr/authorities/SSH-LCSH/sh85028889,,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055912,commedia dell'arte
http://semantics.gr/authorities/SSH-LCSH/sh85081863,Mass media,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055812,mass media
http://semantics.gr/authorities/SSH-LCSH/sh85067272,Interior decoration,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300161596,interior decoration
http://semantics.gr/authorities/SSH-LCSH/sh85066150,Information science,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054574,information science
http://semantics.gr/authorities/SSH-LCSH/sh85076723,Library science,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054576,library science
http://semantics.gr/authorities/SSH-LCSH/sh85108411,Psychoanalysis,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054450,psychoanalysis
http://semantics.gr/authorities/SSH-LCSH/sh85148092,Word (Linguistics),http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300250895,words
http://semantics.gr/authorities/SSH-LCSH/sh85036316,Decorative arts,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054168,decorative arts
http://semantics.gr/authorities/SSH-LCSH/sh85119950,Semiotics,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054254,semiotics
http://semantics.gr/authorities/SSH-LCSH/sh85015738,Books,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300028051,books
http://semantics.gr/authorities/SSH-LCSH/sh85006611,Architecture,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300263552,architecture
http://semantics.gr/authorities/SSH-LCSH/sh89004185,Puppet theater,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300248147,puppetry
http://semantics.gr/authorities/SSH-LCSH/sh86004693,Wearable art,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300419259,wearable art
http://semantics.gr/authorities/SSH-LCSH/sh85112623,Religious drama,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055913,religious drama
http://semantics.gr/authorities/SSH-LCSH/sh85074518,Language and languages,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055193,language
http://semantics.gr/authorities/SSH-LCSH/sh85061192,Historical linguistics,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300389745,ancient languages
http://semantics.gr/authorities/SSH-LCSH/sh85093206,Number concept,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055665,numbers
http://semantics.gr/authorities/SSH-LCSH/sh85011718,Baptism,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300069030,baptisms
http://semantics.gr/authorities/SSH-LCSH/sh85129216,Structural analysis (Engineering),http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300056397,structural analysis
http://semantics.gr/authorities/SSH-LCSH/sh85082063,Materialism,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055793,materialism
http://semantics.gr/authorities/SSH-LCSH/sh85082063,Materialism,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300311113,materialism
http://semantics.gr/authorities/SSH-LCSH/sh85032203,Cooperation,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300379396,cooperation
http://semantics.gr/authorities/SSH-LCSH/sh85112690,Religious literature,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300417817,religious literature
http://semantics.gr/authorities/SSH-LCSH/sh85141939,Values,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300379408,values
http://semantics.gr/authorities/SSH-LCSH/sh85015617,Book industries and trade,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300264557,bookselling
http://semantics.gr/authorities/SSH-LCSH/sh85141624,Utilitarianism,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055979,utilitarianism
http://semantics.gr/authorities/SSH-LCSH/sh85077222,Linguistics,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054245,linguistics
http://semantics.gr/authorities/SSH-LCSH/sh85005746,Antiques,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300117125,antiques
http://semantics.gr/authorities/SSH-LCSH/sh85078595,Romance fiction,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300255278,romantic fiction
http://semantics.gr/authorities/SSH-LCSH/sh85041059,"Education, Elementary",http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054367,elementary education
http://semantics.gr/authorities/SSH-LCSH/sh85091972,Nimbus (Art),http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300375684,halos
http://semantics.gr/authorities/SSH-LCSH/sh85030733,Concrete poetry,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300251499,concrete poems
http://semantics.gr/authorities/SSH-LCSH/sh85065686,Individualism,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055966,individualism
http://semantics.gr/authorities/SSH-LCSH/sh85127907,Stele (Archaeology),http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300007023,stelae
http://semantics.gr/authorities/SSH-LCSH/sh85044503,Equality,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300379138,equality
http://semantics.gr/authorities/SSH-LCSH/sh85081416,Marriage,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055475,marriage
http://semantics.gr/authorities/SSH-LCSH/sh85108452,Psychologism,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300065377,psychologism
http://semantics.gr/authorities/SSH-LCSH/sh85120378,Sestinas,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300266383,sestinas
http://semantics.gr/authorities/SSH-LCSH/sh85036659,Demography,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054357,demography
http://semantics.gr/authorities/SSH-LCSH/sh85081842,Masques,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300189655,masques
http://semantics.gr/authorities/SSH-LCSH/sh85039847,Dualism,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300056261,dualism
http://semantics.gr/authorities/SSH-LCSH/sh85068153,Iron age,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300019279,Iron Age
http://semantics.gr/authorities/SSH-LCSH/sh85044272,Epic literature,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300404209,epic literature
http://semantics.gr/authorities/SSH-LCSH/sh85116928,Salvation,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300056003,salvation
http://semantics.gr/authorities/SSH-LCSH/sh85042818,Emotions,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055150,emotion
http://semantics.gr/authorities/SSH-LCSH/sh85088531,Mural painting and decoration,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300033644,mural paintings
http://semantics.gr/authorities/SSH-LCSH/sh85034149,Criticism,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300174160,literary criticism
http://semantics.gr/authorities/SSH-LCSH/sh85041557,Elections,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300069260,elections
http://semantics.gr/authorities/SSH-LCSH/sh85077224,Computational linguistics,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054250,computational linguistics
http://semantics.gr/authorities/SSH-LCSH/sh85112112,Redemption,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300379085,redemption
http://semantics.gr/authorities/SSH-LCSH/sh2004003366,Publications,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300111999,publications
http://semantics.gr/authorities/SSH-LCSH/sh85036316,Decorative arts,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300411641,decorative art
http://semantics.gr/authorities/SSH-LCSH/sh85019646,Canon law,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300235953,canon law
http://semantics.gr/authorities/SSH-LCSH/sh85077482,Literacy,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300250434,literacy
http://semantics.gr/authorities/SSH-LCSH/sh85014152,Biography,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055908,biography
http://semantics.gr/authorities/SSH-LCSH/sh85006522,Archaisms (Linguistics),http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055774,archaism
http://semantics.gr/authorities/SSH-LCSH/sh85119870,Semantics,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054268,semantics
http://semantics.gr/authorities/SSH-LCSH/sh85085046,,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300211809,midrash
http://semantics.gr/authorities/SSH-LCSH/sh85109445,Quality of life,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055308,quality of life
http://semantics.gr/authorities/SSH-LCSH/sh85062956,Humorous poetry,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300417806,humorous poetry
http://semantics.gr/authorities/SSH-LCSH/sh85100849,Philosophy,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054279,philosophy
http://semantics.gr/authorities/SSH-LCSH/sh85123976,Social mobility,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055472,social mobility
http://semantics.gr/authorities/SSH-LCSH/sh85007984,,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300266230,self-taught art
http://semantics.gr/authorities/SSH-LCSH/sh85050104,Folklore,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055920,folklore
http://semantics.gr/authorities/SSH-LCSH/sh85050150,Folklorists,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055920,folklore
http://semantics.gr/authorities/SSH-LCSH/sh85093744,Obscenity (Law),http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055952,obscenity
http://semantics.gr/authorities/SSH-LCSH/sh85001072,Adventure stories,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300254790,adventure stories
http://semantics.gr/authorities/SSH-LCSH/sh85029376,Complexity (Philosophy),http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300056254,complexity
http://semantics.gr/authorities/SSH-LCSH/sh85010494,Avant-garde (Aesthetics),http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055775,avant-garde
http://semantics.gr/authorities/SSH-LCSH/sh85045446,,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055810,etiquette
http://semantics.gr/authorities/SSH-LCSH/sh85045421,Ethnomusicology,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300025564,ethnomusicologists
http://semantics.gr/authorities/SSH-LCSH/sh85017095,Bronze age,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300019275,Bronze Age
http://semantics.gr/authorities/SSH-LCSH/sh85025219,Christianity,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300073711,Christianity
http://semantics.gr/authorities/SSH-LCSH/sh85078519,Love,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055165,love
http://semantics.gr/authorities/SSH-LCSH/sh85076239,Lettering,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300255231,lettering
http://semantics.gr/authorities/SSH-LCSH/sh85046739,Fables,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055917,fables
http://semantics.gr/authorities/SSH-LCSH/sh85101053,Phonetics,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054262,phonetics
http://semantics.gr/authorities/SSH-LCSH/sh85083164,Traditional medicine,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300259515,traditional medicine
http://semantics.gr/authorities/SSH-LCSH/sh85047009,Families,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055474,families
http://semantics.gr/authorities/SSH-LCSH/sh85075119,Law,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054412,law
http://semantics.gr/authorities/SSH-LCSH/sh85053925,Art genres,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300139140,genre pictures
http://semantics.gr/authorities/SSH-LCSH/sh85033993,,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055289,crime
http://semantics.gr/authorities/SSH-LCSH/sh85113507,Revolutions,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055312,revolutions
http://semantics.gr/authorities/SSH-LCSH/sh85080858,Maps,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300028094,maps
http://semantics.gr/authorities/SSH-LCSH/sh85036647,Democracy,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055521,democracies
http://semantics.gr/authorities/SSH-LCSH/sh85061208,Historical sociology,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054456,historical sociology
http://semantics.gr/authorities/SSH-LCSH/sh85117645,Satire,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055934,satire
http://semantics.gr/authorities/SSH-LCSH/sh85112872,Rent (Economic theory),http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055699,economic rent
http://semantics.gr/authorities/SSH-LCSH/sh85077534,Comparative literature,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054274,comparative literature
http://semantics.gr/authorities/SSH-LCSH/sh85108871,Publishers and publishing,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054686,publishing
http://semantics.gr/authorities/SSH-LCSH/sh85143931,,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300194347,visual poetry
http://semantics.gr/authorities/SSH-LCSH/sh85008034,Art objects,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300133005,objets d'art
http://semantics.gr/authorities/SSH-LCSH/sh85081995,"Masterpiece, Artistic",http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300266333,masterpieces
http://semantics.gr/authorities/SSH-LCSH/sh2017004265,Religious art,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300248179,religious art
http://semantics.gr/authorities/SSH-LCSH/sh85108611,Public administration,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300254069,public administration
http://semantics.gr/authorities/SSH-LCSH/sh85025502,Church,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054310,ecclesiology
http://semantics.gr/authorities/SSH-LCSH/sh85034755,Culture,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055768,culture
http://semantics.gr/authorities/SSH-LCSH/sh85007522,"Art, Abstract",http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300108127,Abstract
http://semantics.gr/authorities/SSH-LCSH/sh85067417,International law,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054418,international law
http://semantics.gr/authorities/SSH-LCSH/sh85133270,Telecommunication,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054355,telecommunications
http://semantics.gr/authorities/SSH-LCSH/sh85112549,Religion,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054300,religion
http://semantics.gr/authorities/SSH-LCSH/sh85040850,Economics,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054359,economics
http://semantics.gr/authorities/SSH-LCSH/sh85121977,Shorthand,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300194782,shorthand
http://semantics.gr/authorities/SSH-LCSH/sh85102012,Pictures,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300264388,pictures
http://semantics.gr/authorities/SSH-LCSH/sh85044184,Environmental law,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054417,environmental law
http://semantics.gr/authorities/SSH-LCSH/sh96008680,Web sites,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300265431,Web sites
http://semantics.gr/authorities/SSH-LCSH/sh85004685,Amulets,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300266585,amulets
http://semantics.gr/authorities/SSH-LCSH/sh85014117,Bio-bibliography,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300417795,bio-bibliographies
http://semantics.gr/authorities/SSH-LCSH/sh85029401,Composition (Art),http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300056255,composition
http://semantics.gr/authorities/SSH-LCSH/sh85044460,Epitaphs,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300028729,epitaphs
http://semantics.gr/authorities/SSH-LCSH/sh85045421,Ethnomusicology,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054241,ethnomusicology
http://semantics.gr/authorities/SSH-LCSH/sh85047157,Fantasy,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300068545,fantasy
http://semantics.gr/authorities/SSH-LCSH/sh85008324,Arts,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300175240,arts
http://semantics.gr/authorities/SSH-LCSH/sh85053986,Geography,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054388,geography
http://semantics.gr/authorities/SSH-LCSH/sh85020312,Caricatures and cartoons,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300123430,cartoons
http://semantics.gr/authorities/SSH-LCSH/sh85019958,Capitalism,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055518,capitalism
http://semantics.gr/authorities/SSH-LCSH/sh85068254,Irony,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055900,irony
http://semantics.gr/authorities/SSH-LCSH/sh85044708,Erotic stories,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300417763,erotic stories
http://semantics.gr/authorities/SSH-LCSH/sh85127611,Statutes,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300027889,legislative acts
http://semantics.gr/authorities/SSH-LCSH/sh86001819,Cists (Boxes),http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300038995,arcae
http://semantics.gr/authorities/SSH-LCSH/sh85062894,Human settlements,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300008347,inhabited places
http://semantics.gr/authorities/SSH-LCSH/sh85048256,Finance,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055715,finance
http://semantics.gr/authorities/SSH-LCSH/sh89002771,Musical theater,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300417616,musical theater
http://semantics.gr/authorities/SSH-LCSH/sh85124200,Sociology,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054453,sociology
http://semantics.gr/authorities/SSH-LCSH/sh85068412,Islam and art,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300380013,Islamic
http://semantics.gr/authorities/SSH-LCSH/sh85014152,Biography,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300080102,biographies
http://semantics.gr/authorities/SSH-LCSH/sh85139310,Ugliness,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055845,ugliness
http://semantics.gr/authorities/SSH-LCSH/sh85099818,Performing arts,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054140,performing arts
http://semantics.gr/authorities/SSH-LCSH/sh85056473,Graphemics,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054251,graphemics
http://semantics.gr/authorities/SSH-LCSH/sh85144178,Vocational education,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300188826,vocational training
http://semantics.gr/authorities/SSH-LCSH/sh85089371,Mythology,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055985,mythology
http://semantics.gr/authorities/SSH-LCSH/sh85050981,"Fortification, Roman",http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300008440,castra
http://semantics.gr/authorities/SSH-LCSH/sh85105523,Posters,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300027221,posters
http://semantics.gr/authorities/SSH-LCSH/sh85053925,Art genres,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300056462,art genres
http://semantics.gr/authorities/SSH-LCSH/sh85103570,Pluralism,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300233660,pluralism
http://semantics.gr/authorities/SSH-LCSH/sh85042693,Emblems,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300123036,emblems
http://semantics.gr/authorities/SSH-LCSH/sh85076443,Liberalism,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055527,liberalism
http://semantics.gr/authorities/SSH-LCSH/sh85072732,"Knowledge, Theory of",http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054288,epistemology
http://semantics.gr/authorities/SSH-LCSH/sh85111773,Reality,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300379727,reality
http://semantics.gr/authorities/SSH-LCSH/sh85045046,Etching,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300053241,etching
http://semantics.gr/authorities/SSH-LCSH/sh85106059,Pragmatism,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055972,pragmatism
http://semantics.gr/authorities/SSH-LCSH/sh85136182,Torts,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300251913,torts
http://semantics.gr/authorities/SSH-LCSH/sh85090150,Nationalism,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055530,nationalism
http://semantics.gr/authorities/SSH-LCSH/sh85123948,Social history,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054403,social history
http://semantics.gr/authorities/SSH-LCSH/sh85126887,Sports,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300222725,sports
http://semantics.gr/authorities/SSH-LCSH/sh85139135,Typewriting,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300247929,typewriting
http://semantics.gr/authorities/SSH-LCSH/sh85123939,Social ethics,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055944,social ethics
http://semantics.gr/authorities/SSH-LCSH/sh85040804,Economic development,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055432,economic development
http://semantics.gr/authorities/SSH-LCSH/sh85077507,Literature,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054273,literary studies
http://semantics.gr/authorities/SSH-LCSH/sh85071118,Justice,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300379066,justice
http://semantics.gr/authorities/SSH-LCSH/sh85099890,Periodicals,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300026657,periodicals
http://semantics.gr/authorities/SSH-LCSH/sh85077519,"Literature, History and criticism",http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300174173,literary history
http://semantics.gr/authorities/SSH-LCSH/sh85084286,Metaphysics,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054293,metaphysics
http://semantics.gr/authorities/SSH-LCSH/sh85063134,Hunting and gathering societies,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300391448,hunter-gatherer
http://semantics.gr/authorities/SSH-LCSH/sh85005570,Human geography,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054392,human geography
http://semantics.gr/authorities/SSH-LCSH/sh85136223,Totemism,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300056002,totemism
http://semantics.gr/authorities/SSH-LCSH/sh85133602,Television programs,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300263432,television programs
http://semantics.gr/authorities/SSH-LCSH/sh85072413,Kings and rulers,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300237007,monarchs
http://semantics.gr/authorities/SSH-LCSH/sh85044032,Enlightenment,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055781,Enlightenment
http://semantics.gr/authorities/SSH-LCSH/sh85088531,Mural painting and decoration,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300178677,mural painting
http://semantics.gr/authorities/SSH-LCSH/sh85031620,Contracts,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300027649,contracts
http://semantics.gr/authorities/SSH-LCSH/sh85145828,Wealth,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300055767,wealth
http://semantics.gr/authorities/SSH-LCSH/sh97001369,Manufacturing industries,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300077527,manufacturing
http://semantics.gr/authorities/SSH-LCSH/sh85103571,Cultural pluralism,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300400906,cultural pluralism
http://semantics.gr/authorities/SSH-LCSH/sh85028901,,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300061886,trade
http://semantics.gr/authorities/SSH-LCSH/sh85017454,Buddhism,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300073738,Buddhism
http://semantics.gr/authorities/SSH-LCSH/sh85138279,Truth,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300068765,truth
http://semantics.gr/authorities/SSH-LCSH/sh85037197,,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300054171,design
http://semantics.gr/authorities/SSH-LCSH/sh2018002997,Political art,http://www.w3.org/2004/02/skos/core#closeMatch,http://vocab.getty.edu/aat/300256621,political art
